Train Episode: 1	Loss: 8582.593750	Accuracy: 0.400	 Current training data per class: 50
Train Episode: 2	Loss: 11989.458984	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 50
Train Episode: 4	Loss: 307526.250000	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 5	Loss: 61964.816406	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 6	Loss: 15575.907227	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 7	Loss: 9007.989258	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 8	Loss: 17041.042969	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 9	Loss: 15954.888672	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 10	Loss: 72764.859375	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 11	Loss: 14502.141602	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 12	Loss: 78902.679688	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 13	Loss: 8564.236328	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 14	Loss: 99345.601562	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 15	Loss: 21394.382812	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 16	Loss: 12008.184570	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 17	Loss: 1669.002319	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 18	Loss: 2812045824.000000	Accuracy: 0.230	 Current training data per class: 50
Train Episode: 19	Loss: 11876.018555	Accuracy: 0.200	 Current training data per class: 50
Train Episode: 20	Loss: 13891.153320	Accuracy: 0.200	 Current training data per class: 50
