Train Episode: 1	Loss: 1.356630	Accuracy: 0.470	 Current training data: 50
Train Episode: 2	Loss: 1.357359	Accuracy: 0.510	 Current training data: 50
Train Episode: 3	Loss: 1.094610	Accuracy: 0.620	 Current training data: 50
Train Episode: 4	Loss: 1.349559	Accuracy: 0.430	 Current training data: 50
Train Episode: 5	Loss: 1.241184	Accuracy: 0.550	 Current training data: 50
Train Episode: 6	Loss: 1.312341	Accuracy: 0.580	 Current training data: 50
Train Episode: 7	Loss: 1.305260	Accuracy: 0.460	 Current training data: 50
Train Episode: 8	Loss: 1.378192	Accuracy: 0.390	 Current training data: 50
Train Episode: 9	Loss: 1.239017	Accuracy: 0.520	 Current training data: 50
Train Episode: 10	Loss: 1.440026	Accuracy: 0.370	 Current training data: 50
Train Episode: 11	Loss: 1.136377	Accuracy: 0.560	 Current training data: 50
Train Episode: 12	Loss: 1.267714	Accuracy: 0.530	 Current training data: 50
Train Episode: 13	Loss: 1.369213	Accuracy: 0.530	 Current training data: 50
Train Episode: 14	Loss: 1.460816	Accuracy: 0.310	 Current training data: 50
Train Episode: 15	Loss: 1.088869	Accuracy: 0.870	 Current training data: 50
Train Episode: 16	Loss: 1.263853	Accuracy: 0.490	 Current training data: 50
Train Episode: 17	Loss: 1.381933	Accuracy: 0.560	 Current training data: 50
Train Episode: 18	Loss: 0.436795	Accuracy: 0.910	 Current training data: 50
Train Episode: 19	Loss: 1.122478	Accuracy: 0.560	 Current training data: 50
Train Episode: 20	Loss: 1.630177	Accuracy: 0.340	 Current training data: 50
