Train Episode: 1	Loss: 1.356109	Accuracy: 0.550	 Current training data: 20
Train Episode: 2	Loss: 1.201960	Accuracy: 0.660	 Current training data: 20
Train Episode: 3	Loss: 0.871368	Accuracy: 0.670	 Current training data: 20
Train Episode: 4	Loss: 0.898234	Accuracy: 0.690	 Current training data: 20
Train Episode: 5	Loss: 1.228324	Accuracy: 0.650	 Current training data: 20
Train Episode: 6	Loss: 1.037802	Accuracy: 0.685	 Current training data: 20
Train Episode: 7	Loss: 0.936317	Accuracy: 0.625	 Current training data: 20
Train Episode: 8	Loss: 1.061254	Accuracy: 0.635	 Current training data: 20
Train Episode: 9	Loss: 0.973852	Accuracy: 0.665	 Current training data: 20
Train Episode: 10	Loss: 1.095988	Accuracy: 0.640	 Current training data: 20
Train Episode: 11	Loss: 1.050348	Accuracy: 0.650	 Current training data: 20
Train Episode: 12	Loss: 1.194195	Accuracy: 0.535	 Current training data: 20
Train Episode: 13	Loss: 0.907162	Accuracy: 0.675	 Current training data: 20
Train Episode: 14	Loss: 1.475939	Accuracy: 0.605	 Current training data: 20
Train Episode: 15	Loss: 1.328525	Accuracy: 0.555	 Current training data: 20
Train Episode: 16	Loss: 0.963700	Accuracy: 0.650	 Current training data: 20
Train Episode: 17	Loss: 1.085818	Accuracy: 0.640	 Current training data: 20
Train Episode: 18	Loss: 1.197411	Accuracy: 0.670	 Current training data: 20
Train Episode: 19	Loss: 1.432983	Accuracy: 0.615	 Current training data: 20
Train Episode: 20	Loss: 1.286404	Accuracy: 0.545	 Current training data: 20
