Train Episode: 1	Loss: 54358.625000	Accuracy: 0.400	 Current training data per class: 225
Train Episode: 2	Loss: 44126.089844	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 3	Loss: 12108.324219	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 4	Loss: 78381.179688	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 5	Loss: 17846.587891	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 6	Loss: 39436.371094	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 7	Loss: 84663.773438	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 8	Loss: 900614.812500	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 9	Loss: 18374.345703	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 10	Loss: 1618870927360.000000	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 11	Loss: 3.811647	Accuracy: 0.010	 Current training data per class: 225
Train Episode: 12	Loss: 418619.281250	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 13	Loss: 15764.745117	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 14	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 225
Train Episode: 15	Loss: 12256658.000000	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 16	Loss: 37178.457031	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 17	Loss: 21822.751953	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 18	Loss: 20764.250000	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 19	Loss: 46978.031250	Accuracy: 0.200	 Current training data per class: 225
Train Episode: 20	Loss: 84358.070312	Accuracy: 0.200	 Current training data per class: 225
