Train Episode: 1	Loss: 3.533052	Accuracy: 0.260	 Current training data per class: 170
Train Episode: 2	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 3	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 4	Loss: 3.791831	Accuracy: 0.160	 Current training data per class: 170
Train Episode: 5	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 6	Loss: 1.680622	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 7	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 8	Loss: 1.637104	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 9	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 10	Loss: 1.637166	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 11	Loss: 1.931555	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 12	Loss: 3.637022	Accuracy: 0.060	 Current training data per class: 170
Train Episode: 13	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 14	Loss: 1.621215	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 15	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 16	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 17	Loss: 3.850148	Accuracy: 0.200	 Current training data per class: 170
Train Episode: 18	Loss: 3.730426	Accuracy: 0.380	 Current training data per class: 170
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
Train Episode: 20	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 170
