Runner Episode: 1	Loss: 0.412218	Accuracy: 0.930 	 Current Training Data Per Class: 120
Runner Episode: 2	Loss: 0.667960	Accuracy: 0.770 	 Current Training Data Per Class: 120
Runner Episode: 3	Loss: 0.681141	Accuracy: 0.820 	 Current Training Data Per Class: 120
Runner Episode: 4	Loss: 0.609835	Accuracy: 0.830 	 Current Training Data Per Class: 120
Runner Episode: 5	Loss: 0.365479	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 6	Loss: 0.398800	Accuracy: 0.890 	 Current Training Data Per Class: 120
Runner Episode: 7	Loss: 0.706798	Accuracy: 0.820 	 Current Training Data Per Class: 120
Runner Episode: 8	Loss: 0.448181	Accuracy: 0.890 	 Current Training Data Per Class: 120
Runner Episode: 9	Loss: 0.662209	Accuracy: 0.890 	 Current Training Data Per Class: 120
Runner Episode: 10	Loss: 0.621302	Accuracy: 0.860 	 Current Training Data Per Class: 120
Runner Episode: 11	Loss: 0.619126	Accuracy: 0.830 	 Current Training Data Per Class: 120
Runner Episode: 12	Loss: 0.506557	Accuracy: 0.860 	 Current Training Data Per Class: 120
Runner Episode: 13	Loss: 0.430455	Accuracy: 0.920 	 Current Training Data Per Class: 120
Runner Episode: 14	Loss: 0.727197	Accuracy: 0.770 	 Current Training Data Per Class: 120
Runner Episode: 15	Loss: 0.810082	Accuracy: 0.730 	 Current Training Data Per Class: 120
Runner Episode: 16	Loss: 0.689626	Accuracy: 0.830 	 Current Training Data Per Class: 120
Runner Episode: 17	Loss: 0.650301	Accuracy: 0.830 	 Current Training Data Per Class: 120
Runner Episode: 18	Loss: 0.889820	Accuracy: 0.720 	 Current Training Data Per Class: 120
Runner Episode: 19	Loss: 0.594117	Accuracy: 0.920 	 Current Training Data Per Class: 120
Runner Episode: 20	Loss: 0.741409	Accuracy: 0.770 	 Current Training Data Per Class: 120
