Runner Episode: 1	Loss: 0.766149	Accuracy: 0.790 	 Current Training Data Per Class: 40
Runner Episode: 2	Loss: 0.835736	Accuracy: 0.700 	 Current Training Data Per Class: 40
Runner Episode: 3	Loss: 0.486097	Accuracy: 0.860 	 Current Training Data Per Class: 40
Runner Episode: 4	Loss: 0.613144	Accuracy: 0.810 	 Current Training Data Per Class: 40
Runner Episode: 5	Loss: 0.767063	Accuracy: 0.710 	 Current Training Data Per Class: 40
Runner Episode: 6	Loss: 0.496270	Accuracy: 0.850 	 Current Training Data Per Class: 40
Runner Episode: 7	Loss: 0.586178	Accuracy: 0.820 	 Current Training Data Per Class: 40
Runner Episode: 8	Loss: 0.445295	Accuracy: 0.870 	 Current Training Data Per Class: 40
Runner Episode: 9	Loss: 0.888142	Accuracy: 0.720 	 Current Training Data Per Class: 40
Runner Episode: 10	Loss: 0.499874	Accuracy: 0.820 	 Current Training Data Per Class: 40
Runner Episode: 11	Loss: 0.953685	Accuracy: 0.710 	 Current Training Data Per Class: 40
Runner Episode: 12	Loss: 0.883726	Accuracy: 0.700 	 Current Training Data Per Class: 40
Runner Episode: 13	Loss: 0.495098	Accuracy: 0.840 	 Current Training Data Per Class: 40
Runner Episode: 14	Loss: 0.617467	Accuracy: 0.810 	 Current Training Data Per Class: 40
Runner Episode: 15	Loss: 0.737399	Accuracy: 0.750 	 Current Training Data Per Class: 40
Runner Episode: 16	Loss: 0.514648	Accuracy: 0.860 	 Current Training Data Per Class: 40
Runner Episode: 17	Loss: 0.677293	Accuracy: 0.750 	 Current Training Data Per Class: 40
Runner Episode: 18	Loss: 0.682799	Accuracy: 0.810 	 Current Training Data Per Class: 40
Runner Episode: 19	Loss: 0.766850	Accuracy: 0.740 	 Current Training Data Per Class: 40
Runner Episode: 20	Loss: 0.932369	Accuracy: 0.670 	 Current Training Data Per Class: 40
Runner Episode: 21	Loss: 0.657173	Accuracy: 0.760 	 Current Training Data Per Class: 40
Runner Episode: 22	Loss: 0.937245	Accuracy: 0.720 	 Current Training Data Per Class: 40
Runner Episode: 23	Loss: 0.890222	Accuracy: 0.760 	 Current Training Data Per Class: 40
Runner Episode: 24	Loss: 0.359464	Accuracy: 0.880 	 Current Training Data Per Class: 40
Runner Episode: 25	Loss: 0.846821	Accuracy: 0.680 	 Current Training Data Per Class: 40
Runner Episode: 26	Loss: 0.790888	Accuracy: 0.750 	 Current Training Data Per Class: 40
Runner Episode: 27	Loss: 0.567582	Accuracy: 0.820 	 Current Training Data Per Class: 40
Runner Episode: 28	Loss: 0.550308	Accuracy: 0.780 	 Current Training Data Per Class: 40
Runner Episode: 29	Loss: 0.683482	Accuracy: 0.720 	 Current Training Data Per Class: 40
Runner Episode: 30	Loss: 0.504420	Accuracy: 0.830 	 Current Training Data Per Class: 40
Runner Episode: 31	Loss: 0.646956	Accuracy: 0.760 	 Current Training Data Per Class: 40
Runner Episode: 32	Loss: 0.571909	Accuracy: 0.800 	 Current Training Data Per Class: 40
Runner Episode: 33	Loss: 0.477546	Accuracy: 0.860 	 Current Training Data Per Class: 40
Runner Episode: 34	Loss: 0.512251	Accuracy: 0.820 	 Current Training Data Per Class: 40
Runner Episode: 35	Loss: 0.462627	Accuracy: 0.830 	 Current Training Data Per Class: 40
Runner Episode: 36	Loss: 0.747603	Accuracy: 0.730 	 Current Training Data Per Class: 40
Runner Episode: 37	Loss: 0.649367	Accuracy: 0.800 	 Current Training Data Per Class: 40
Runner Episode: 38	Loss: 0.709618	Accuracy: 0.740 	 Current Training Data Per Class: 40
Runner Episode: 39	Loss: 0.878947	Accuracy: 0.720 	 Current Training Data Per Class: 40
Runner Episode: 40	Loss: 0.315557	Accuracy: 0.910 	 Current Training Data Per Class: 40
Runner Episode: 41	Loss: 0.777011	Accuracy: 0.680 	 Current Training Data Per Class: 40
Runner Episode: 42	Loss: 0.638541	Accuracy: 0.730 	 Current Training Data Per Class: 40
Runner Episode: 43	Loss: 0.741357	Accuracy: 0.690 	 Current Training Data Per Class: 40
Runner Episode: 44	Loss: 0.948475	Accuracy: 0.720 	 Current Training Data Per Class: 40
Runner Episode: 45	Loss: 0.920983	Accuracy: 0.600 	 Current Training Data Per Class: 40
Runner Episode: 46	Loss: 0.323121	Accuracy: 0.870 	 Current Training Data Per Class: 40
Runner Episode: 47	Loss: 0.836569	Accuracy: 0.680 	 Current Training Data Per Class: 40
Runner Episode: 48	Loss: 0.323019	Accuracy: 0.880 	 Current Training Data Per Class: 40
Runner Episode: 49	Loss: 0.686423	Accuracy: 0.750 	 Current Training Data Per Class: 40
Runner Episode: 50	Loss: 1.052936	Accuracy: 0.620 	 Current Training Data Per Class: 40
