Train Episode: 1	Loss: 1.394826	Accuracy: 0.400	 Current training data per class: 80
Train Episode: 2	Loss: 394.159637	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 3	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 80
Train Episode: 4	Loss: 10.817175	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 5	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 80
Train Episode: 6	Loss: 3.004733	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 7	Loss: 332.438934	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 8	Loss: 188811.234375	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 9	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 80
Train Episode: 10	Loss: 4.163083	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 11	Loss: 103257833472.000000	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 12	Loss: 1376.031616	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 13	Loss: nan	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 14	Loss: 29829.023438	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 15	Loss: 1029.305298	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 16	Loss: 34.458744	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 17	Loss: 2.832106	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 18	Loss: 45564663798169600.000000	Accuracy: 0.160	 Current training data per class: 80
Train Episode: 19	Loss: 3.339207	Accuracy: 0.200	 Current training data per class: 80
Train Episode: 20	Loss: 1314.813721	Accuracy: 0.200	 Current training data per class: 80
