Train Episode: 1	Loss: 0.766542	Accuracy: 0.670	 Current training data: 70
Train Episode: 2	Loss: 1.392238	Accuracy: 0.400	 Current training data: 70
Train Episode: 3	Loss: 1.379258	Accuracy: 0.350	 Current training data: 70
Train Episode: 4	Loss: 1.183877	Accuracy: 0.620	 Current training data: 70
Train Episode: 5	Loss: 1.492061	Accuracy: 0.300	 Current training data: 70
Train Episode: 6	Loss: 1.522919	Accuracy: 0.240	 Current training data: 70
Train Episode: 7	Loss: 1.388484	Accuracy: 0.240	 Current training data: 70
Train Episode: 8	Loss: 1.172196	Accuracy: 0.550	 Current training data: 70
Train Episode: 9	Loss: 1.485567	Accuracy: 0.310	 Current training data: 70
Train Episode: 10	Loss: 1.600044	Accuracy: 0.310	 Current training data: 70
Train Episode: 11	Loss: 0.688409	Accuracy: 0.720	 Current training data: 70
Train Episode: 12	Loss: 1.201488	Accuracy: 0.420	 Current training data: 70
Train Episode: 13	Loss: 1.479843	Accuracy: 0.320	 Current training data: 70
Train Episode: 14	Loss: 1.373582	Accuracy: 0.410	 Current training data: 70
Train Episode: 15	Loss: 0.967551	Accuracy: 0.530	 Current training data: 70
Train Episode: 16	Loss: 1.167108	Accuracy: 0.630	 Current training data: 70
Train Episode: 17	Loss: 1.271624	Accuracy: 0.430	 Current training data: 70
Train Episode: 18	Loss: 1.319822	Accuracy: 0.400	 Current training data: 70
Train Episode: 19	Loss: 1.654472	Accuracy: 0.200	 Current training data: 70
Train Episode: 20	Loss: 1.328481	Accuracy: 0.380	 Current training data: 70
