Train Episode: 1	Loss: 1.328687	Accuracy: 0.410	 Current training data per class: 120
Train Episode: 2	Loss: 1.571843	Accuracy: 0.270	 Current training data per class: 120
Train Episode: 3	Loss: 2.026914	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 4	Loss: 1.360701	Accuracy: 0.400	 Current training data per class: 120
Train Episode: 5	Loss: 1.499266	Accuracy: 0.290	 Current training data per class: 120
Train Episode: 6	Loss: 1.931172	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 7	Loss: 1.638313	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 8	Loss: 1.635335	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 9	Loss: 1.608219	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 10	Loss: 1.663349	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 11	Loss: 1.629747	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 12	Loss: 1.356704	Accuracy: 0.380	 Current training data per class: 120
Train Episode: 13	Loss: 1.257039	Accuracy: 0.390	 Current training data per class: 120
Train Episode: 14	Loss: 1.757086	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 15	Loss: 1.577748	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 16	Loss: 1.607031	Accuracy: 0.240	 Current training data per class: 120
Train Episode: 17	Loss: 1.692212	Accuracy: 0.200	 Current training data per class: 120
Train Episode: 18	Loss: 2.115130	Accuracy: 0.560	 Current training data per class: 120
Train Episode: 19	Loss: 1.292266	Accuracy: 0.380	 Current training data per class: 120
Train Episode: 20	Loss: 1.405848	Accuracy: 0.400	 Current training data per class: 120
