Train Episode: 1	Loss: 1.128143	Accuracy: 0.570	 Current training data: 80
Train Episode: 2	Loss: 1.083063	Accuracy: 0.590	 Current training data: 80
Train Episode: 3	Loss: 0.746518	Accuracy: 0.860	 Current training data: 80
Train Episode: 4	Loss: 1.075598	Accuracy: 0.610	 Current training data: 80
Train Episode: 5	Loss: 0.821421	Accuracy: 0.780	 Current training data: 80
Train Episode: 6	Loss: 1.035704	Accuracy: 0.730	 Current training data: 80
Train Episode: 7	Loss: 0.915439	Accuracy: 0.840	 Current training data: 80
Train Episode: 8	Loss: 1.153484	Accuracy: 0.610	 Current training data: 80
Train Episode: 9	Loss: 1.120975	Accuracy: 0.450	 Current training data: 80
Train Episode: 10	Loss: 1.190265	Accuracy: 0.680	 Current training data: 80
Train Episode: 11	Loss: 0.857255	Accuracy: 0.670	 Current training data: 80
Train Episode: 12	Loss: 1.072491	Accuracy: 0.490	 Current training data: 80
Train Episode: 13	Loss: 1.131116	Accuracy: 0.560	 Current training data: 80
Train Episode: 14	Loss: 1.155524	Accuracy: 0.700	 Current training data: 80
Train Episode: 15	Loss: 0.684101	Accuracy: 0.870	 Current training data: 80
Train Episode: 16	Loss: 1.190647	Accuracy: 0.490	 Current training data: 80
Train Episode: 17	Loss: 1.169087	Accuracy: 0.700	 Current training data: 80
Train Episode: 18	Loss: 0.298693	Accuracy: 0.920	 Current training data: 80
Train Episode: 19	Loss: 0.846253	Accuracy: 0.660	 Current training data: 80
Train Episode: 20	Loss: 1.194699	Accuracy: 0.680	 Current training data: 80
