Train Episode: 1	Loss: 5.761398	Accuracy: 0.230	 Current training data per class: 300
Train Episode: 2	Loss: 1.755040	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 3	Loss: 3.028059	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 4	Loss: 1.734005	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 5	Loss: 2.363749	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 6	Loss: 11.625172	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 7	Loss: 2.028272	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 8	Loss: 5.240090	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 9	Loss: 2.282229	Accuracy: 0.190	 Current training data per class: 300
Train Episode: 10	Loss: 3.716729	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 11	Loss: 2.020894	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 12	Loss: 2318.420166	Accuracy: 0.400	 Current training data per class: 300
Train Episode: 13	Loss: 3.069011	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 14	Loss: 2.023570	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 15	Loss: 3.648426	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 16	Loss: 3.878948	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 17	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 18	Loss: 28.445898	Accuracy: 0.200	 Current training data per class: 300
Train Episode: 19	Loss: 3.850148	Accuracy: 0.000	 Current training data per class: 300
Train Episode: 20	Loss: 1.629768	Accuracy: 0.200	 Current training data per class: 300
